kode_buku,judul_buku,pengarang,genre
0375727272,Lunar Park,Bret Easton Ellis,Fiction
0375727388,Salonica, City of Ghosts,Mark Mazower,History
0375727574,World Light,Halldór Laxness,Fiction
0375727582,Paradise Reclaimed,Halldor Kiljan Laxness,Fiction
0375751513,The Picture of Dorian Gray,Oscar Wilde,Fiction
0375752196,In Search of Lost Time: Time regained & A guide to Proust,Marcel Proust,France
0375752331,In Search of Lost Time Volume III The Guermantes Way,Marcel Proust,Fiction
0375752676,Iceland,David Roberts;Jon Krakauer,Travel
0375753109,Sodom and Gomorrah,Marcel Proust,Fiction
0375755195,Sailing Alone Around the Room,Billy Collins,Poetry
0375755209,Nine Horses,Billy Collins,Poetry
0375755217,The Trouble With Poetry,Billy Collins,Poetry
0375756604,Pipe Dream,Solomon Jones,Fiction
0375757015,Great Expectations,Charles Dickens,Fiction
037575718X,The Return of the Native,Thomas Hardy,Fiction
0375757287,Ethan Frome & Summer,Edith Wharton,Fiction
0375757996,The Basic Works of Aristotle,Aristotle,Philosophy
0375758232,Paris to the Moon,Adam Gopnik,Biography & Autobiography
0375758739,Comfort Me With Apples,Ruth Reichl,Biography & Autobiography
037575914X,Little Dorrit,Charles Dickens,Fiction
037575931X,Crossing to Safety,Wallace Stegner,Fiction
0375759344,The Waste Land and Other Writings,Thomas Stearns Eliot,Poetry
0375759867,The Lost Painting,Jonathan Harr,Art
037576013X,Daniel Deronda,George Eliot,Fiction
0375760393,The Botany of Desire,Michael Pollan,Gardening
0375760520,Paris 1919,Margaret MacMillan,History
0375760644,War and Peace,graf Leo Tolstoy,Fiction
0375760814,Savage Beauty,Nancy Milford,Biography & Autobiography
0375760849,The Survivor,John F. Harris,History
0375760946,The Truth About The Drug Companies,Marcia Angell,Medical
0375802436,Flap Your Wings,,Juvenile Fiction
0375806709,The Phantom Tollbooth,Norton Juster,Fantasy fiction
0375812938,Jurassic Park Institute Dinosaur Field Guide,Thomas R. Holtz;M. K. Brett-Surman,Juvenile Nonfiction
0375813683,The School Skeleton,Ron Roy,Juvenile Fiction
0375813756,Love, Stargirl,Jerry Spinelli,Juvenile Fiction
037581468X,Terrier,Tamora Pierce,Juvenile Fiction
0375822976,Big Dog ... Little Dog,,Juvenile Fiction
0375823026,Junie B., First Grader,Barbara Park,Juvenile Fiction
0375823786,Ancient Greece and the Olympics,Mary Pope Osborne;Natalie Pope Boyce,Juvenile Nonfiction
0375826882,Moose Master,George Edward Stanley,Juvenile Fiction
0375826890,Code Word Kangaroo,George Edward Stanley,Juvenile Fiction
037582748X,The Easter Rabbit's Parade,Lois Lenski,Juvenile Fiction
0375828257,The People of Sparks,Jeanne DuPrau,Juvenile Fiction
0375829636,Young Warriors,Tamora Pierce;Josepha Sherman,Juvenile Fiction
0375832203,Ancient Rome and Pompeii,Mary Pope Osborne;Natalie Pope Boyce,Juvenile Nonfiction
0375832211,Tsunamis and Other Natural Disasters,Mary Pope Osborne;Natalie Pope Boyce,Juvenile Nonfiction
0375835318,Nick and Norah's Infinite Playlist,Rachel Cohn;David Levithan,Juvenile Fiction
0375836047,Toys Go Out,Emily Jenkins,Juvenile Fiction
0375836578,The Realm of Possibility,David Levithan,Juvenile Fiction
0375839372,Mayflower Treasure Hunt,Ron Roy,Juvenile Fiction
0375839569,Are We There Yet?,David Levithan,Juvenile Fiction
0375844406,Naomi and Ely's No Kiss List,Rachel Cohn;David Levithan,Juvenile Fiction
0375846735,The Amber Spyglass,Philip Pullman,Juvenile Fiction
0380004615,Ox,Piers Anthony,Fiction
0380016362,Laura,Donald Zochert,Biography & Autobiography
0380017792,Chaining the Lady,Piers Anthony,Fiction
0380454505,A twist of Lennon,Cynthia Lennon,Biography & Autobiography
0380477122,Bethany's Sin,Robert R. McCammon,
0380620006,Boy Who Turned Into a TV Set,Stephen Manes,Juvenile Fiction
0380699176,100 Great Fantasy Short Short Stories,Isaac Asimov;Terry Carr,Fiction
0380707632,Stephen Hawking's Universe,John Boslough,Biography & Autobiography
038071082X,The Grass Crown,Colleen McCullough,Fiction
0380710846,Caesar's Women,Colleen McCullough,Fiction
0380711966,Tim,Colleen McCullough,Fiction
0380713802,Neither Here Nor There:,Bill Bryson,Travel
0380713810,Made in America,Bill Bryson,Language Arts & Disciplines
0380715430,The Mother Tongue,Bill Bryson,Language Arts & Disciplines
038071812X,Lucie Babbidge's House,Sylvia Cassedy,Juvenile Fiction
0380720442,Wrinkles in Time,George Smoot;Keay Davidson,Science
0380720868,Shadow of a Dark Queen,Raymond E. Feist,Fiction
0380725789,The Death of an Irish Sea Wolf,Bartholomew Gill,Fiction
0380727501,Notes from a Small Island,Bill Bryson,Travel
0380730367,Prayers for Rain,Dennis Lehane,Fiction
0380731150,Devil May Care,Elizabeth Peters,Fiction
0380731215,Street of the Five Moons,Elizabeth Peters,Fiction
0380731223,Summer of the Dragon,Elizabeth Peters,Fiction
0380731509,Wayside School Is Falling Down (rack),Louis Sachar,Juvenile Fiction
038073186X,Shutter Island,Dennis Lehane,Fiction
0380731959,The Deeds of the Disturber,Elizabeth Peters,Fiction
0380732025,Killing Time,Cynthia Harrod-Eagles,Fiction
0380732548,Anne Frank,Johanna Hurwitz,Juvenile Nonfiction
0380755696,Silver Nights,Jane Feather,Fiction
0380759497,Xanth 15: The Color of Her Panties,Piers Anthony;Piers A. Jacob,Fiction
0380759500,Firefly,Piers Anthony,Fiction
0380763397,Only Mine,Elizabeth Lowell,Fiction
038077108X,Neon Lit:city of Glass,Bob Callahan,Fiction
0380776049,To Love a Dark Lord,Anne Stuart,Fiction
0380777584,Runaway Bride,Deborah Gordon,Fiction
0380784912,The Night Remembers,Kathleen Eagle,Fiction
0380789027,Smoke and Mirrors,Neil Gaiman,Fiction
0380789833,Shards of a Broken Crown,Raymond E. Feist,Fiction
0380792044,Sins of a Shaker Summer,Deborah Woodworth,Fiction
0380793474,Regarding the Fountain,Kate Klise,Juvenile Fiction
038079487X,What Looks Like Crazy On an Ordinary Day,Pearl Cleage,Fiction
0380803275,Exile's Return,Raymond E. Feist,Fiction
0380809060,The Great Book of Amber,Roger Zelazny,Fiction
0380810956,The Wolves in the Walls,Neil Gaiman,Juvenile Fiction
0380813815,Lamb,Christopher Moore,Fiction
0380813866,The Body in the Lighthouse,Katherine Hall Page,Fiction
0380815699,The Nightingale's Song,Kathleen Eschenburg,Fiction
0380815931,In the Beginning...was the Command Line,Neal Stephenson,Computers
0380817934,Olympos,Dan Simmons,Fiction
0380818205,The Marriage Lesson,Victoria Alexander,Fiction
0380818957,First Comes Love,Christie Ridgway,Fiction
0380898039,Red Message,Peter Abrahams,
0385017332,Love Poems and Sonnets of William Shakespeare,William Shakespeare,Drama
0385023510,The Complete Poetry of John Milton,John Milton (Dichter, Grossbritannien),
0385040202,Your Child's Self-esteem,Dorothy Corkille Briggs,Family & Relationships
0385074077,Complete Stories and Poems of Edgar Allan Poe,Edgar Allan Poe,Fiction
0385085338,Maccabbees,,Bible
0385086164,A Man of the People,Chinua Achebe,Fiction
0385090021,Saint Thomas of Aquinas,Gilbert Keith Chesterton,Religion
0385092105,The Birth of Tragedy and The Genealogy of Morals,Friedrich Wilhelm Nietzsche,Philosophy
0385121229,Plagues and peoples,William Hardy McNeill,History
0385129912,Night Shift,Stephen King,Fiction
0385189516,The Complete Fairy Tales and Stories,Andersen, H. C. (Hans Christian),Fiction
0385236255,The King's buccaneer,Raymond E. Feist,Fiction
0385239548,Trials of Tears,John Ehle,History
0385240872,Lost in the Funhouse,John Barth,Fiction
0385264585,The Beginning and the End,Naguib Mahfouz;Najīb Maḥfūẓ,Fiction
0385264739,Children of the Alley,Najīb Maḥfūẓ,Fiction
0385265700,The Book of Ruth,Jane Hamilton,Fiction
0385302312,Dragonfly in Amber,Diana Gabaldon,Fiction
038531177X,Rain of Gold,Victor Villaseñor,Biography & Autobiography
0385313489,The Last Lion,William Manchester,Biography & Autobiography
0385313616,Shakespeare A to Z,Charles Boyce;David Allen White,Drama
0385314698,The Sixteen Pleasures,Robert Hellenga,Fiction
0385315171,A Day in the Life,Mark Hertsgaard,Music
0385315287,Running from Safety,Richard Bach,Biography & Autobiography
0385316577,Follow Your Heart,Susanna Tamaro,Fiction
0385319274,There's No Such Place as Far Away,Richard Bach,Fiction
0385321988,Brian's Winter,Gary Paulsen,Juvenile Fiction
0385324138,The Outlandish Companion,Diana Gabaldon,Literary Criticism
0385325339,Laura Ingalls Wilder's Fairy Poems,Laura Ingalls Wilder;Stephen W. Hines;Richard Hull,American poetry
0385333137,Black and Blue,Anna Quindlen,Fiction
0385333471,God Bless You, Mr. Rosewater,Kurt Vonnegut,Fiction
0385333501,Welcome to the Monkey House,Kurt Vonnegut,Fiction
038533351X,Bluebeard,Kurt Vonnegut,Fiction
0385333765,King Rat,James Clavell,Fiction
0385333781,Player Piano,Kurt Vonnegut,Fiction
0385333811,Wampeters, Foma & Granfalloons (opinions),Kurt Vonnegut,Fiction
0385333870,Galapagos: A Novel,Kurt Vonnegut,Fiction
0385333900,Jailbird,Kurt Vonnegut,Fiction
0385334176,Deadeye Dick,Kurt Vonnegut,Fiction
0385334230,Slapstick,Kurt Vonnegut,Fiction
0385334265,Palm Sunday,Kurt Vonnegut,Biography & Autobiography
0385334303,The Naked Ape,Desmond Morris,Science
0385335105,Aches & Pains,Maeve Binchy,Humor
0385335547,The Midwife's Tale,Gretchen Moran Laskas,Fiction
0385335679,Kissing in Manhattan,David Schickler,Fiction
0385335970,Dragonfly in Amber,Diana Gabaldon,Fiction
0385335997,Voyager,Diana Gabaldon,Fiction
0385336101,Intuition,Allegra Goodman,Fiction
0385336950,The Cloud Atlas,Liam Callanan,Fiction
0385337817,Coming of Age in Mississippi,Anne Moody,Biography & Autobiography
0385337930,A Painted House,John Grisham,Fiction
0385338058,Lucifer's Shadow,David Hewson,Fiction
0385339089,The Client,John Grisham,Fiction
0385339097,The Street Lawyer,John Grisham,Fiction
0385339593,The Summons,John Grisham,Fiction
0385339607,The Rainmaker,John Grisham,Fiction
0385339658,The King of Torts,John Grisham,Fiction
0385339666,The Chamber,John Grisham,Fiction
0385339674,The Brethren,John Grisham,Fiction
0385339690,The Runaway Jury,John Grisham,Fiction
0385339704,The Pelican Brief,John Grisham,Fiction
0385340397,A Breath of Snow and Ashes,Diana Gabaldon,Fiction
0385415605,The Golden Tulip,Rosalind Laker,Fiction
0385418132,The Art of Alfred Hitchcock,Donald Spoto;Donald Spoto, M.A., Ph.D.,Performing Arts
0385418493,How the Irish Saved Civilization,Thomas Cahill,History
0385418868,The Power of Myth,Joseph Campbell,Philosophy
038542339X,The Art of the Personal Essay,Phillip Lopate,Literary Collections
0385423756,On the Origins of War and the Preservation of Peace,Donald Kagan,History
0385424701,Texas! Trilogy,Sandra Brown,Fiction
0385468431,History of Philosophy,Frederick Charles Copleston,Philosophy
0385468865,Obasan,Joy Kogawa,Fiction
0385470452,A history of philosophy,Frederick Charles Copleston,Philosophy
0385470460,History of Philosophy,Frederick Charles Copleston,Philosophy
0385474016,Like Water for Chocolate,Laura Esquivel,Fiction
0385481969,Youth in Revolt,C. D. Payne,Fiction
0385489498,Marie Antoinette,Antonia Fraser,Biography & Autobiography
038548951X,Sister of My Heart,Chitra Banerjee Divakaruni,Fiction
0385490623,What are the 7 Wonders of the World?,Peter D'Epiro;Mary Desmond Pinkowish,Reference
038549081X,The Handmaid's Tale,Margaret Atwood,Fiction
0385491034,The Robber Bride,Margaret Atwood,Fiction
0385491050,Surfacing,Margaret Atwood,Fiction
0385491085,Lady Oracle,Margaret Atwood,Fiction
0385492162,The Girl in the Flammable Skirt,Aimee Bender,Fiction
0385492243,An Invisible Sign of My Own,Aimee Bender,Fiction
0385493622,Fermat's Enigma,Simon Singh,Mathematics
0385494785,Into Thin Air,Jon Krakauer,Biography & Autobiography
038549517X,The Mating Mind,Geoffrey Miller,Psychology
0385495226,The Hot Zone,Richard Preston,Health & Fitness
0385495323,The Code Book,Simon Singh,History
0385495544,Sailing the Wine-Dark Sea,Thomas Cahill,History
0385496095,Traveling Mercies,Anne Lamott,Biography & Autobiography
0385497091,Thumbsucker,Walter Kirn,Fiction
0385497148,Waterfront,Phillip Lopate,Literary Collections
0385497393,D. B.,Elwood Reid,Fiction
0385503849,Moral Disorder,Margaret Atwood,Fiction
0385503954,Atonement,,Fiction
0385504217,The Da Vinci Code,Dan Brown,Fiction
0385508476,The Diary of Anne Frank,Anne Frank,History
038560310X,House of Leaves,Mark Z. Danielewski,Experimental fiction
0385604831,Walk about,Bill Bryson,Travel
0385607016,The French Kitchen,Joanne Harris;Fran Warde,Cooking, French
038560937X,Where's My Cow?,Terry Pratchett,Children's stories
0385720106,A Map of the World,Jane Hamilton,Fiction
0385720971,Willful Creatures,Aimee Bender,Fiction
0385721005,The Complete Fiction of Nella Larsen,Nella Larsen,Fiction
0385721056,Good Faith,Jane Smiley,Fiction
0385721676,Oryx and Crake,Margaret Atwood,Fiction
038572179X,Atonement,Ian McEwan,Fiction
0385721870,The Age of Grief,Jane Smiley,Fiction
0385721919,Man Walks Into a Room,Nicole Krauss,Fiction
0385722168,In the Beginning,Alister E. McGrath,Religion
0385722435,Ella Minnow Pea,Mark Dunn,Fiction
0385729367,Forever in Blue,Ann Brashares,Juvenile Fiction
0385731051,The Second Summer of the Sisterhood,Ann Brashares,Juvenile Fiction
0385731825,Frogs and French Kisses,Sarah Mlynowski,Juvenile Fiction
0385731841,Bras & Broomsticks,Sarah Mlynowski,Juvenile Fiction
0385732333,Cuba 15,Nancy Osa,Juvenile Fiction
0385732538,Messenger,Lois Lowry,Juvenile Fiction
0385732554,The Giver,Lois Lowry,Juvenile Fiction
0385732562,Gathering Blue,Lois Lowry,Juvenile Fiction
0385732597,Code Orange,Caroline B. Cooney,Juvenile Fiction
0385732910,King Dork,Frank Portman,Juvenile Fiction
0385733208,Anatomy of a Boyfriend,Daria Snadowsky,Juvenile Fiction
0385733879,Spells and Sleeping Bags,Sarah Mlynowski,Juvenile Fiction
0385734077,BFF,Judy Blume,Juvenile Fiction
0387987207,Leaps of Faith,Nicholas Humphrey,Medical
0393002039,Three Greek Plays,,Drama
0393002314,The Echo of Greece,Edith Hamilton,History
0393011836,What Einstein Told His Cook,Robert L. Wolke;Marlene Parrish,Cooking
0393020398,The Annotated Huckleberry Finn,Mark Twain,Fiction
0393040585,The Confident Child,T. E. Apter,Family & Relationships
0393048853,The Complete Plays,Anton Pavlovich Chekhov,Drama
0393050572,Will in the World,Stephen Greenblatt;Stephen Jay Greenblatt,Biography & Autobiography
0393051587,The Annotated Christmas Carol,Charles Dickens,Fiction
0393057240,Trainspotting,Irvine Welsh,Fiction
0393057798,Redemption,Steven G. Kellman,Biography & Autobiography
039305800X,The Novels,Arthur Conan Doyle (Schriftsteller, Grossbritannien),Detective and mystery stories, English
0393058263,Power, Faith, and Fantasy,Michael B. Oren,History
0393058476,Six Frigates,Ian W. Toll,History
0393058638,In Search of Memory,Eric R. Kandel,Science
0393059162,The New Annotated Sherlock Holmes,Arthur Conan Doyle,Detective and mystery stories, English
0393059464,The Annotated Uncle Tom's Cabin,Harriet Beecher Stowe;Professor Harriet Beecher Stowe,Fiction
0393059952,Civilization and Its Discontents,Sigmund Freud,History
0393060411,The 9/11 Commission Report,National Commission on Terrorist Attacks upon the United States,History
0393060918,Coach,Michael M. Lewis,Biography & Autobiography
039306106X,Will Eisner's New York,Will Eisner,Comics & Graphic Novels
0393061434,IWoz,Steve Wozniak;Gina Smith,Biography & Autobiography
0393061639,The Making of the Fittest,Sean B. Carroll,Science
0393064980,The Richness of Life,Stephen Jay Gould,Science
0393090027,Anton Chekhov's Short Stories,Anton Pavlovich Chekhov;Ralph E. Matlaw,Fiction
0393092100,Middlemarch,George Eliot,
0393093123,Three Plays of Euripides: Alcestis, Medea, The Bacchae,Euripides,Drama
0393098214,Red and Black,Henri Beyle;Stendhal;Robert Merrihew Adams,Fiction
039330700X,Wonderful Life: The Burgess Shale and the Nature of History,Stephen Jay Gould,Fiction
0393308197,The Panda's Thumb,Stephen Jay Gould,Science
0393308553,The Book of Embraces,Eduardo Galeano;Cedric Belfrage,Fiction
0393310329,Maurice,Edward Morgan Forster,Fiction
0393311031,Hen's Teeth and Horse's Toes,Stephen Jay Gould,Nature
0393311392,Eight Little Piggies,Stephen Jay Gould,Nature
0393312763,Black Holes and Time Warps,Kip Thorne;Kip S. Thorne;Stephen Hawking,Science
0393313964,Girl with Curious Hair,David Foster Wallace,Fiction
0393315088,The Wanting Seed,Anthony Burgess,Fiction
0393315118,Uncommon Ground: Rethinking the Human Place in Nature,William Cronon,Law
0393315630,Marabou Stork Nightmares,Irvine Welsh,Fiction
0393316025,The Doctor Is Sick,Anthony Burgess,Fiction
0393316041,"Surely You're Joking, Mr. Feynman!",Richard Phillips Feynman;Ralph Leighton,Biography & Autobiography
0393318281,Reinventing the Enemy's Language,Joy Harjo;Gloria Bird,Fiction
0393318354,The Hemingway Women,Bernice Kert,Biography & Autobiography
0393318680,Filth,Irvine Welsh,Fiction
0393318796,Hemingway,Michael S. Reynolds,Biography & Autobiography
0393320030,On Becoming a Novelist,John Gardner,Language Arts & Disciplines
0393320928,"What Do You Care what Other People Think?",Richard Phillips Feynman;Ralph Leighton,BIOGRAPHY & AUTOBIOGRAPHY
039332107X,Blue at the Mizzen (Vol. Book 20) (Aubrey/Maturin Novels),Patrick O'Brian,Fiction
0393321630,Police Brutality,Jill Nelson,Social Science
0393321800,Proust's Way: A Field Guide to In Search of Lost Time,Roger Shattuck,Literary Criticism
0393321983,Strangers on a Train,Patricia Highsmith,Fiction
0393322106,When Broken Glass Floats: Growing Up Under the Khmer Rouge,Chanrithy Him,Biography & Autobiography
0393322572,The Feminine Mystique,Betty Friedan,Social Science
0393322963,The Bush Dyslexicon,Mark Crispin Miller,Biography & Autobiography
0393323528,Next: The Future Just Happened,Michael Lewis,Business & Economics
0393324141,The Sisters: The Saga of the Mitford Family,Mary S. Lovell,Biography & Autobiography
0393324354,Fanny,Erica Jong,Fiction
039332446X,The Future of Spacetime,Stephen W. Hawking;Kip S. Thorne;Igor D. Novikov;Timothy Ferris;Alan Lightman,Science
0393324818,Moneyball: The Art of Winning an Unfair Game,Michael Lewis,Business & Economics
0393324869,Naked Economics: Undressing the Dismal Science,Charles Wheelan,Business & Economics
